분야,분야 내 카테고리,서브 카테고리,순위,책이름,저자,줄거리,이미지
예술/대중문화,사진,사진작가/사진집,87,대한민국 풍경사진 레시피 69,문철진,"대한민국의 최고의 풍경, 최고의 포토존을 담은 사진책대한민국 베스트 포인트를 알려주는 『대한민국 풍경사진 레시피 69』. 이 책은 대한민국 아름다운 여행지를 찾아 사진을 찍고 싶은 사람들을 위해 저자가 직접 발로 뛰어 경험한 여행 풍경지 중 베스트 69곳을 선별하여 소개하고 있다. 봄, 여름, 가을, 겨울의 사계절로 나누어 분류하였으며 각 계절에 어울리는 촬영지를 지역별로 선정하고 촬영지마다 촬영 팁을 담았다. 렌즈와 조리개, 셔터 속도 같은 일반적인 정보부터 BEST SPOT을 배치하여 어느 지점에서 어떤 자세로 촬영을했는지 세심하게 설명되어 있다. 사진 촬영 초보자라도 이 책을 통해 풍경 사진을 찍으며 사진을 배울 수 있을 것이다.",https://bookthumb-phinf.pstatic.net/cover/073/163/07316308.jpg?type=m5
예술/대중문화,사진,사진작가/사진집,88,L’s Bravo Viewtiful 2,엘,"2013년 5월, 출간되자마자 수많은 호평 속에 베스트셀러가 된 <L's Bravo Viewtiful> Part 1. 예술, 대중문화 및 종합 예술 부분 1위를 차지하며 2013년 상반기 베스트셀러 Top 100안에 진입하는 쾌거를 이룩했다. 소소한 일상의 흔적을 체크한 사진과 글로 따뜻한 힐링을 선사했던, 작가 엘(김명수). 이번 <L's Bravo Viewtiful> 시리즈 Part 2에서는 자신과 주변을 돌아보며, 엘과 손잡고 천천히 거니는 주변을 다시 한번 되돌아보는 시간을 갖게 될 것이다.",https://bookthumb-phinf.pstatic.net/cover/073/014/07301408.jpg?type=m5
예술/대중문화,사진,사진작가/사진집,89,우리 삶이 춤이 된다면,조던 매터,"우리의 삶을 신나는 춤으로 탈바꿈하라!우리 주변의 풍경에서 무용수들이 보여 주는 인생의 경이로움『우리 삶이 춤이 된다면』. 2009년 무용수의 홍보용 사진으로 시작된 프로젝트는 ‘우리 주위의 흔한 환경 속에서 일상복을 입고 춤추는 무용수의 사진’으로 발전했다. 오직 무용수의 신체만으로 정직하게 만들어진 사진들은 사진작가가 개인 홈페이지에 올려놓자 입소문을 타기 시작했고, 이 사진들을 묶은 사진집은 출간 직후 베스트셀러가 되었다.이 사진집은 지하철역, 횡단보도, 술집, 도서관, 사무실, 욕실 등 우리 주변의 공간에서 흔히 일어나는 삶의 진정한 모습들을 최고 무용수들의 춤추는 순간으로 담아냈다. DREAMING, LOVING, PLAYING, EXPLORING, GRIEVING, WORKING, LIVING 등..",https://bookthumb-phinf.pstatic.net/cover/071/902/07190207.jpg?type=m5
예술/대중문화,사진,사진작가/사진집,90,내면의 침묵,앙리 카르티에 브레송,"20세기의 가장 영향력있는 사진가 중 한 사람이며 매그넘 포토스(Magnum Photos)의 설립자인 앙리 카르티에-브레송(Henri Cartier-Bresson, 1908-2004), 그는 1930년부터 본격적인 사진 공부를시작해 유럽, 미국, 멕시코, 쿠바, 중동, 인도, 중국, 인도네시아, 미얀마 등지를 여행하며 수많은 역사의 현장을 카메라에 담았고, 일생 동안 위대한 석학, 예술가, 과학자 그리고 이름 없는 사람들의 초상사진을 찍었다. 한편, 그는 1952년 출판인 테리아드의 권유로 자신의 사진집에 「결정적 순간」이라는 유명한 글을 썼는데, 이후 이 글은 우리 시대 다큐멘터리 사진의 시학으로, 다큐멘터리 사진가들의 지침서로 널리 읽혀 왔고, 이로써 카르티에-브레송은 예리하고 통찰력있는 비평가로 평가받..",https://bookthumb-phinf.pstatic.net/cover/025/206/02520645.jpg?type=m5
예술/대중문화,사진,사진작가/사진집,91,휴먼 선집,최민식,"사진가 최민식의 사진인생 55년 총결산!사진으로 엮은 ‘인간’ 탐구 보고서 『휴먼 선집』. 한국을 대표하는 사진가 최민식의 사진인생 55년을 종합 결산한 사진선집이다. 1957년 사진에 입문한 작가는 지난 55년 동안 오로지 사진 작업에 정진해왔고, 사진의 주제는 처음부터 끝까지 ‘인간’이었다. 이 책은 그의 사진집 14권을 비롯한 다양한 작업량 중에서 그의 사진가로서의 특성을 가장 잘 나타내준다고 판단되는 사진 총 490여 점을 선별하여 수록하였고, 그의 사진철학이 잘 타나난 에세이 15편을 엄선하여 게재하였다.그의 촬영 주무대였던 부산 자갈치시장, 거지, 부랑자 등 소외받거나 고통받는 자들의 군상, 인간의 희노애락과 생로병사에 초점을 맞춰 이 사진집을 구성하였다. 각 권에서 시기별로 중요한 사진들을 가려..",https://bookthumb-phinf.pstatic.net/cover/071/125/07112587.jpg?type=m5
예술/대중문화,사진,사진작가/사진집,92,최민식,조세희,"열화당 사진문고 최민식편. 그는 '인간'이라는 주제에 몰두해 가난하고 소외된 서민들의 모습을 담아온 다큐멘터리 사진가로 평가받는다. 그는 대상을 제3자의 눈으로 바라보기보다 자신과 동일시함으로써, 이들이 처한 비극과 부조리뿐 아니라 그것을 이겨내는 강인함과 일종의 희극적 여유로움까지 가감 없이 포착한다. 이 사진집은 부산의 용두산 공원, 자갈치 시장, 부산역 앞, 또 서울, 울산의 '사람'들의 모습을 담아냈다.",https://bookthumb-phinf.pstatic.net/cover/001/388/00138824.jpg?type=m5
예술/대중문화,사진,사진작가/사진집,93,골목안 풍경 전집,김기찬,"골목에는 삶과 이웃, 그리고 고향과 가족이 있다!김기찬의 사진집 『골목안 풍경 전집』. 2005년 8월, 향년 68세로 타계한 저자의 이번 사진집은 현재 대부분 절판되거나 품절된, 저자가 생전에 편집하고 펴낸 <골목안 풍경>에 수록되어 있는 500여 점의 사진과 유족으로부터 제공받은 미공개 작품 흑백 19점과 컬러 15점을 전집 형식으로 한데 묶은 것이다. 서울의 중림동을 중심으로 1968년부터 2001년까지 사진의 기록성에 주목하여 30여 년간 하나의 테마에 매달려 몰두한 ‘골목안 풍경’ 작업은 오랜 시간의 기록으로서 꾸준히 재평가되고 있다.1968년부터 사진가 김기찬은 서울의 중림동을 중심으로 골목안 사람들을 찾아 나섰다. 그가 생전에 밝힌 바에 따르면 그는 골목안에서 자신의 고향을 보았고, ..",https://bookthumb-phinf.pstatic.net/cover/067/263/06726377.jpg?type=m5
예술/대중문화,사진,사진작가/사진집,94,대한민국 감성 사진여행지,남인근,"대한민국의 그림 같은 풍경을 찾아 떠나라!『대한민국 감성 사진여행지』는 우리나라의 아름다운 풍경을 만날 수 있는 여행지 85곳을 담은 책이다. 감성적인 풍경들을 렌즈에 담을 수 있는 전국의 촬영지를 지역별로 구성해 소개한다. 출사지의 간단한 소개와 촬영할 때 필요한 정보, 준비물 등을 상세하게 정리해 사진을 처음 입문한 사람들에게도 좋은 길잡이가 된다. 또한 출사지의 지도와 함께 책에 담겨 있는 사진과 같은 그림을 얻기 위한 장소, 찾아가는 길, 주변출사지 정보도 자세하게 담았다.",https://bookthumb-phinf.pstatic.net/cover/064/257/06425732.jpg?type=m5
예술/대중문화,사진,사진작가/사진집,95,앙리 카르티에브레송,클레망 셰루,"결정적 순간의 환희를 진실성 있게 담아낸 20세기 사진예술 거장 앙리 카르티에브레송을 만나다!인류의 문화 유산을 풍부하게 다룸으로써 인간의 지적 호기심을 채워주는 「시공 디스커버리 총서」 제131권 『앙리 카르티에브레송』. 순간의 미학을 추구함으로써 사진을 예술로 끌어올린 20세기 사진예술 거장 '앙리 카르티에브레송'을 만나게 해준다. 프랑스에서 태어나 미국, 인도, 멕시코, 쿠바, 중국, 그리고 소비에트 연합 등 세계를 돌아다니면서 삶의 환희와 고통뿐 아니라, 인간의 내면까지 신랄하게 촬영해낸 위대한 구도자의 생애를 복원해내고 있다. 아울러 본능에 따란 상상력을 사진작가가 추구해야 할 윤리와 미학으로 만들어낸 앙리 카르티에브레송의 작품에 대해 탐구한다.",https://bookthumb-phinf.pstatic.net/cover/062/828/06282830.jpg?type=m5
예술/대중문화,사진,사진작가/사진집,96,윤미네 집,전몽각,"사진을 사랑했던 생활인, 고 전몽각 선생의 사진집. 수많은 독자들이 헌책방을 돌며 애타게 찾던 <윤미네 집>이 20년 만에 세상에 나왔다. 초판본만 1990년 약 1,000부가 출간됐다. 초판본에 실렸던 사진 뿐 아니라 전몽각 선생이 작고하기 전 정리했던 ‘마이 와이프My Wife’ 사진과 원고가 덧붙여졌다. ‘마이 와이프’는 전몽각 선생의 마지막 소원인 사랑하는 아내를 담았던 사진을 모아 사진집으로 묶은 것이다.아직 채 한국전쟁의 상흔이 가시지 않은 1960년대 중반부터 1980년대 후반까지 중산층 생활 모습이 오롯이 담겨 있다는 점과 페이지를 넘길 때마다 아이들이 성장하는 모습 뿐 아니라 서울이 변해가는 모습까지 함께 관찰할 수 있다. 독자들은 평범한 가족의 이야기이자 역사적인 기록물로서 매우..",https://bookthumb-phinf.pstatic.net/cover/062/085/06208535.jpg?type=m5
예술/대중문화,사진,사진작가/사진집,97,다카페 일기 1,모리 유지,"'일본 블로그 대상 2006'사진대상을 수상한 모리 유지의 사진 블로그 '다카페 일기'를 책으로 만나다 가족의 일상을 담은 따뜻한 사진으로 '일본 블로그 대상 2006'사진대상을 수상한 모리 유지의 블로그를 책으로 엮었다. 『다카페 일기』는 아내 다짱, 씩씩한 딸 바다와 사고뭉치 아들 하늘, 그리고 늘 곁에 있는 개 와쿠친과 함께하는 다정한 순간들을 따뜻한 시선으로 포착한 아빠의 사진 일기로 일본과 한국 사진 마니아들 사이에서 조용히 입소문을 탄 곳이기도 하다. 2002년 10월부터 2006년 12월까지 4년 2개월의 기록을 사진과 짧은 글을 표현하고 있으며 누구나 꿈꾸는 따뜻한 가정의 풍경을 보여줌으로써 일상을 아름다운 기록으로 남기고 싶은 이들에게 신선한 자극이 되고 있다..",https://bookthumb-phinf.pstatic.net/cover/053/334/05333453.jpg?type=m5
예술/대중문화,사진,사진작가/사진집,98,다카페 일기 세트,모리 유지,"하루 7만 명 방문, ‘일본 블로그 대상’ 사진대상 수상!어느덧 10년의 세월이 흘렀지만 ‘다카페 가족’의 웃음은 계속된다!가족의 일상을 따뜻한 사진으로 담아 책으로 엮은 『다카페 일기』가 세트로 나왔다. 가족의 아빠이자 작가인 모리 유지의 홈페이지 ‘다카페 일기’의 하루 방문자는 이제 7만 명으로 늘어났다. 일본에 이어 우리나라 독자들 사이에서도 다카페 특유의 감각적인 사진은 입소문을 타 『다카페 일기』 시리즈는 스테디셀러로 자리 잡았다. 이 책은 가족의 일상을 담고 있다. 모두가 매일 마주하는 하루하루지만 가족을 향한 사랑과 애정어린 시선이 평범한 사진을 특별하게 만든다. 그 저력은 ‘일본 블로그 대상 2006’ 사진대상을 수상에서도 드러난다. 카메라에 담긴 인물은 단출하다. 아내 다짱, 씩씩한 딸 바다..",https://bookthumb-phinf.pstatic.net/cover/086/367/08636713.jpg?type=m5
예술/대중문화,사진,사진작가/사진집,99,앙리 카르티에 브레송,피에르 아술린,"20세기 위대한 예술가와 그의 작품 세계를 조망하는『현대 예술의 거장』시리즈 제9권. 결정적 순간을 포착해낸 사진의 구도자 앙리 카르티에 브레송의 삶을 기록한 전기이다. 브레송은 예리한 시선으로 20세기 격변의 현장과 인간의 삶을 사진에 담았고, 20세기를 주름잡은 주요 인사들의 초상사진을 통해 그들의 내면을 증언했으며, 수많은 걸작 사진작품들을 남겼다. 또한 흑백 이미지를 예술의 반열에 올려놓은 사진미학의 거장으로도 평가받는다.이 책은 그간 신비에 휩싸여 있던 세계적인 사진작가 앙리 카르티에 브레송의 삶을 복원해내고 있다. 저자가 앙리 카르티에 브레송 생전에 나눴던 5년간에 걸친 대화뿐만 아니라 그와 전화, 편지, 엽서, 또는 팩스를 통해 주고받은 내용을 토대로 전기를 완성하였다. 브레송의 증언과 자료들을..",https://bookthumb-phinf.pstatic.net/cover/024/964/02496487.jpg?type=m5
예술/대중문화,사진,사진작가/사진집,100,김영갑 1957~2005,김영갑,"『김영갑(1957-2005)』. 제주의 평화와 고요함을 담은 김영갑의 사진집. 제주도에 이끌려 반평생을 그곳의 바람과 구름과 함께 흘러 다니다 지난 2005년 그곳의 흙으로 돌아간 고(故) 김영갑 작가의 작품들을 만날 수 있는 작품집이다. 제주의 바람, 들판, 오름, 구름 등 작가가 사랑한 제주의 아름다운 풍광들을 통해 제주의 참모습을 감상할 수 있다. 이 사진집에는 파노라마 작업을 시작한 1995년부터 2001년까지 찍은 사진들을 수록하였다. 그 동안 사진집이나 단행본 등에서 발표한 작품들과 미공개 작품들을 모아, 작가의 20여 년 제주 생활과 사진 세계를 한 눈에 살펴볼 수 있도록 엮었다. 김영갑이라는 사진작가가 걸어온 지난 20년 사진 세계를 바라보는 단초를 제공하는 책이다.",https://bookthumb-phinf.pstatic.net/cover/024/837/02483732.jpg?type=m5
예술/대중문화,연극/영화,연극사/연극이론,1,한국 현대극 강론,양승국,"이 책은 연극사도 희곡사도 아닌 채 감히 국문학과 학생들의 전공 공부를 주목적으로 저술되었다. 이 책은 개화기 이후부터 해방기까지의 연극사를 시대순으로 아우르면서 동시에 한국현대연극사의 흐름과 함께 주요 극작가들의 작품 세계를 이해할 수 있도록 목표하였다. 이를 위해 주로 각 시대의 연극비평과 희곡 작품을 중심으로 하여 한국연극을 종합적으로 이해할 수 있도록 하였고, 가능한 실증적인 자료 제시를 통하여 객관적으로 한국연극의 문제점과 성과를 찾아보도록 의도하였다.이와 함께 학생들의 과제 수행과 대학원 과정의 학습 주제를 염두에 두고 각 장마다 심화 학습 과제를 두어 보다 깊이 있는 공부를 도모할 수 있도록 배려하였다. 아무쪼록 이 책으로 한국현대연극과 희곡문학 공부에 한 가닥 도움이 될 수 있기를 기대한다. ..",https://bookthumb-phinf.pstatic.net/cover/154/311/15431132.jpg?type=m5
